"chat_shortcuts_description_add"	"добавити вказаного гравця до друзів (/add ім'я_гравця)"	"True"
"chat_shortcuts_description_all"	"чат з усіма гравцями в поточній грі (/all повідомлення)"	"True"
"chat_shortcuts_description_block"	"блокує чат і голос указаного гравця, доки не буде розблоковано (/block ім'я_гравця)"	"True"
"chat_shortcuts_description_help"	"показує всі доступні команди чату для поточної ігрової зони (/help)"	"True"
"chat_shortcuts_description_invite"	"запрошує вказаного гравця до поточної гри (/invite ім'я_гравця)"	"True"
"chat_shortcuts_description_mute"	"вимикає чат і голос указаного гравця для поточної сесії (/mute ім'я_гравця)"	"True"
"chat_shortcuts_description_pm"	"надіслати приватне повідомлення указаному гравцеві (/pm ім'я_гравця повідомлення)"	"True"
"chat_shortcuts_description_profile"	"показує профіль вказаного гравця (/profile ім'я_гравця)"	"True"
"chat_shortcuts_description_r"	"відповісти останньому, хто прошепотів вам (/r повідомлення)"	"True"
"chat_shortcuts_description_team"	"спілкуватися в чаті з гравцями поточної команди (/team повідомлення)"	"True"
"chat_shortcuts_description_unblock"	"розблоковує чат і голос вказаного гравця (/unblock ім'я_гравця)"	"True"
"chat_shortcuts_description_unmute"	"вмикає чат і голос вказаного гравця для поточної сесії (/unmute ім'я_гравця)"	"True"
