"region_economics_factors_positive_tooltip_base_gdp"	"Натуральне сільське господарство"	"True"
"region_economics_factors_positive_tooltip_farm_gdp"	"Сільське господарство"	"True"
"region_economics_factors_positive_tooltip_industry_gdp"	"Виробництво"	"True"
"region_economics_factors_positive_tooltip_metsuke_bonus_gdp"	"text_rejected"	"True"
"region_economics_factors_positive_tooltip_mine_gdp"	"Видобуток корисних копалин"	"True"
"region_economics_factors_positive_tooltip_port_gdp"	"Порт"	"True"
"region_economics_factors_positive_tooltip_town_wealth"	"text_rejected"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_coffee_gdp"	"text_rejected"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_cotton_gdp"	"text_rejected"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_furs_gdp"	"Експорт хутра"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_cotton_gdp"	"Торгівля бавовною"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_crafts_gdp"	"Торгівля ремісничими виробами"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_horses_gdp"	"Торгівля кіньми"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_iron_gdp"	"Залізні копальні"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_medicine_gdp"	"Торгівля спеціями"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_silk_gdp"	"Торгівля шовком"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_stone_gdp"	"Видобуток каменю"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sho_wood_gdp"	"Торгівля деревиною"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_spices_gdp"	"Експорт спецій"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_sugar_gdp"	"Експорт цукру"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_tea_gdp"	"Експорт чаю"	"True"
"region_economics_factors_positive_tooltip_trade_commodity_tobacco_gdp"	"Експорт тютюну"	"True"
