"achievements_description_ACHIEVEMENT_ACCUMILATE_1_MILLION_TALENTS_IN_SINGLE_CAMPAIGN"	"Накопичуйте 1 000 000 талантів у своїй скарбниці протягом однієї кампанії."	"True"
"achievements_description_ACHIEVEMENT_AMBUSH_AND_DEFEAT_THE_ENEMY_IN_CAMPAIGN"	"Влаштуйте засідку та розгроміть ворожу армію в кампанії."	"True"
"achievements_description_ACHIEVEMENT_ASSASINATE_A_MEMBER_OF_OWN_FACTION"	"Вбийте члена власної сімейної фракції."	"True"
"achievements_description_ACHIEVEMENT_AS_BARBARIANS_SACK_ROME"	"Як варварська фракція, розграбуйте місто Рим."	"True"
"achievements_description_ACHIEVEMENT_AS_CARTHAGE_RECRUIT_ELEPHANTS_IN_PROVINCES"	"Як Карфаген, найміть загін слонів."	"True"
"achievements_description_ACHIEVEMENT_AS_MACEDON_ESTABLISH_CLIENT_STATES"	"Як Македонія перетворіть Афіни, Епір і Спарту на протекторати."	"True"
"achievements_description_ACHIEVEMENT_AS_ROME_OR_CARTHAGE_DO_NOT_ESTABLISH_AN_EMPIRE"	"Як Рим чи Карфаген, не створюйте імперію після громадянської війни."	"True"
"achievements_description_ACHIEVEMENT_ATTAIN_MAXIMUM_RANK_ADMIRAL_OR_GENERAL"	"Отримайте максимальний ранг генерала або адмірала під час кампанії."	"True"
"achievements_description_ACHIEVEMENT_ATTAIN_MAXIMUM_RANK_ARMY_OR_NAVY"	"Отримайте максимальний ранг армії чи флоту під час кампанії."	"True"
"achievements_description_ACHIEVEMENT_ATTAIN_MAXIMUM_RANK_CHAMPION"	"Досягніть максимального рангу агента воїна під час кампанії."	"True"
"achievements_description_ACHIEVEMENT_ATTAIN_MAXIMUM_RANK_DIGNITARY"	"Досягніть максимального рангу агента сановника під час кампанії."	"True"
"achievements_description_ACHIEVEMENT_ATTAIN_MAXIMUM_RANK_SPY"	"Досягніть максимального рангу агента шпигуна під час кампанії"	"True"
"achievements_description_ACHIEVEMENT_ATTAIN_MAXIMUM_RANK_UNIT"	"Досягніть максимального рангу будь яким загоном під час кампанії."	"True"
