"abilities_on_screen_description_assist_army"	"Підвищуйте ефективність армії, використовуючи особливі таланти свого агента."	"True"
"abilities_on_screen_description_assist_province"	"Використовуйте таланти свого агента, щоб підвищуючи ефективність провінції."	"True"
"abilities_on_screen_description_command_force"	""	"True"
"abilities_on_screen_description_hinder_agent"	"Затримуйте ворожих агентів або змусьте їх перейти на ваш бік."	"True"
"abilities_on_screen_description_hinder_army"	"Знижуйте бойову ефективність ворожої армії або затримуйте її на карті кампанії."	"True"
"abilities_on_screen_description_hinder_character"	"Вкажіть на суперника якого потрібно вбити."	"True"
"abilities_on_screen_description_hinder_province"	"Використовуйте таланти свого агента, щоб понизити ефективність провінції."	"True"
"abilities_on_screen_description_hinder_settlement"	"Нашкодити повсякденним справам ворожого поселення шляхом диверсії або втручання."	"True"
"abilities_on_screen_description_passive_ability"	""	"True"
"abilities_on_screen_name_assist_army"	"Підтримка армії"	"True"
"abilities_on_screen_name_assist_province"	"Допомогти провінції"	"True"
"abilities_on_screen_name_command_force"	""	"True"
"abilities_on_screen_name_hinder_agent"	"Маніпуляція агентом"	"True"
"abilities_on_screen_name_hinder_army"	"Нашкодити армії"	"True"
"abilities_on_screen_name_hinder_character"	"Вбити"	"True"
"abilities_on_screen_name_hinder_province"	"Нашкодити провінції"	"True"
"abilities_on_screen_name_hinder_settlement"	"Нашкодити поселенню"	"True"
"abilities_on_screen_name_passive_ability"	""	"True"
