"political_actions_onscreen_description_adopt"	"Запропонуйте усиновити когось, хто не є членом сім’ї, щоб їхні майбутні зусилля могли служити інтересам вашої сім’ї.\n\nЦе збільшить їхню лояльність, але зменшить лояльність ваших теперішніх дорослих синів."	"True"
"political_actions_onscreen_description_assassinate"	"Заплануйте вбити персонажа, впевнившись, що він більше не буде загрозою чи тягарем для вашої родини."	"True"
"political_actions_onscreen_description_become_retainer"	"Попросіть привілей служити іншому, більш досвідченому персонажу, щоб ви могли отримати досвід від його подвигів."	"True"
"political_actions_onscreen_description_borrow_family_money"	"[PH]"	"True"
"political_actions_onscreen_description_default"	"[PH]"	"True"
"political_actions_onscreen_description_diminish_popularity"	"Складіть змову, щоб дискредитувати іншого персонажа, тим самим зменшивши його вплив."	"True"
"political_actions_onscreen_description_divorce"	"Спроба розірвати зв’язок між вашими персонажами, щоб вони могли розлучитися."	"True"
"political_actions_onscreen_description_embezzle_funds"	"Спроба поповнити військову скарбницю за рахунок нечесності та творчого обліку."	"True"
"political_actions_onscreen_description_gather_support"	"Шукайте підтримки серед еліти, тим самим зміцнюючи свій контроль над політичною ситуацією."	"True"
"political_actions_onscreen_description_marriage"	"Спроба вийти заміж за обраного вами персонажа, який відповідає вимогам."	"True"
"political_actions_onscreen_description_return_home"	"[PH]"	"True"
"political_actions_onscreen_description_secure_loyalty"	"Спроба підвищити лояльність персонажа до нації, зменшуючи його ймовірність зради."	"True"
"political_actions_onscreen_description_seek_office"	"Спроба зайняти важливу посаду міністра, що дозволить вам застосувати свій досвід на практиці на благо врасного народу та самого себе."	"True"
"political_actions_onscreen_description_seek_wife"	"Проведіть час, залицяючись за потенційними дружинами в надії, що ви знайдете підходящу наречену."	"True"
"political_actions_onscreen_name_adopt"	"[[col:yellow]]Усиновити[[/col]]"	"True"
"political_actions_onscreen_name_assassinate"	"[[col:yellow]]Вбити[[/col]]"	"True"
"political_actions_onscreen_name_become_retainer"	"[[col:yellow]]Стати слугою[[/col]]"	"True"
"political_actions_onscreen_name_borrow_family_money"	"[[col:yellow]]Позичати гроші[[/col]]"	"True"
"political_actions_onscreen_name_default"	"[PH]"	"True"
"political_actions_onscreen_name_diminish_popularity"	"[[col:yellow]]Зменшити популярність[[/col]]"	"True"
"political_actions_onscreen_name_divorce"	"[[col:yellow]]Розлучитися[[/col]]"	"True"
"political_actions_onscreen_name_embezzle_funds"	"[[col:yellow]]Викрадення коштів[[/col]]"	"True"
"political_actions_onscreen_name_gather_support"	"[[col:yellow]]Зібрати підтримку[[/col]]"	"True"
"political_actions_onscreen_name_marriage"	"[[col:yellow]]Організувати шлюб[[/col]]"	"True"
"political_actions_onscreen_name_return_home"	"[PH]"	"True"
"political_actions_onscreen_name_secure_loyalty"	"[[col:yellow]]Забезпечити лояльність[[/col]]"	"True"
"political_actions_onscreen_name_seek_office"	"[[col:yellow]]Призначити на посаду[[/col]]"	"True"
"political_actions_onscreen_name_seek_wife"	"[[col:yellow]]Шукати дружину[[/col]]"	"True"
