"message_event_text_text_att_celts_unlock_military_building_primary"	"Це основний заголовок"	"True"
"message_event_text_text_att_celts_unlock_military_building_secondary"	"Це другорядна назва"	"True"
"message_event_text_text_att_celts_unlock_military_building_title"	"Це назва"	"True"
"message_event_text_text_att_pro_apulum_captured_primary"	"Апулум захоплено"	"True"
"message_event_text_text_att_pro_apulum_captured_secondary"	"Ворожа столиця впала! Звістка про нашу перемогу неодмінно приверне увагу навіть наймогутніших іноземних правителів."	"True"
"message_event_text_text_att_pro_apulum_captured_title"	"Відомість зростає"	"True"
"message_event_text_text_att_pro_roman_displeasure_primary"	"Гунські рейдери"	"True"
"message_event_text_text_att_pro_roman_displeasure_secondary"	"Римляни висловили своє невдоволення масою гунів, які тепер мародерствують їхніми сільськогосподарськими угіддями. Сенат чітко дав зрозуміти, що вважає нас принаймні частково відповідальними за шкоду, яку вони завдають."	"True"
"message_event_text_text_att_pro_roman_displeasure_title"	"Відносини погіршуються"	"True"
"message_event_text_text_roman_character_dies_commanding_replace"	"Це військо потребує керівництва, оскільки воно без полководця. Хто відгукнеться на поклик\?"	"True"
